Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err
1971,Scotian Shelf,Limanda ferruginea,44.13971099,0.079636682,-59.77115317,0.219376325
1971,Scotian Shelf,Lophius americanus,44.26688117,0.164919509,-62.74766035,0.439257067
1971,Scotian Shelf,Malacoraja senta,45.24171543,0.125400572,-59.87115846,0.326976717
1971,Scotian Shelf,Melanogrammus aeglefinus,43.37046775,0.084227568,-64.64799405,0.251456265
1971,Scotian Shelf,Merluccius bilinearis,43.57800344,0.059682158,-63.06302319,0.289845843
1971,Scotian Shelf,Myoxocephalus octodecemspinosus,44.10813667,0.054326689,-60.6887626,0.300422692
1971,Scotian Shelf,Myxine glutinosa,44.71554069,0.090246599,-58.4590158,0.074055275
1971,Scotian Shelf,Nezumia bairdii,44.18074628,0.126221969,-59.08067606,0.25739374
1971,Scotian Shelf,Phycis chesteri,44.47815764,0.180865497,-59.43230904,0.208951784
1971,Scotian Shelf,Pollachius virens,43.26537998,0.113147213,-63.92352759,0.258493391
1971,Scotian Shelf,Pseudopleuronectes americanus,44.01562021,0.040105516,-62.30425619,0.384272453
1971,Scotian Shelf,Reinhardtius hippoglossoides,45.34677742,0.134674109,-59.90621243,0.411704052
1971,Scotian Shelf,Scomber scombrus,44.06837257,0,-62.02635813,0
1971,Scotian Shelf,Sebastes,44.67915699,0.167057847,-61.08373691,0.35040106
1971,Scotian Shelf,Squalus acanthias,42.8510396,0.072523481,-65.96957211,0.091602112
1971,Scotian Shelf,Urophycis chuss,43.53915632,0.003490985,-60.3808874,0.098003475
1971,Scotian Shelf,Urophycis tenuis,43.98194271,0.150446341,-63.73107282,0.468533516
1971,Scotian Shelf,Zoarces americanus,43.71204666,0.142976553,-64.11098917,0.356404494
1972,Northeast US Fall,ALL,0,0,0,0
1972,Scotian Shelf,ALL,0.267439317,0.13374159,0.504771462,0.335341614
1972,Northeast US Fall,Alosa aestivalis,NaN,NaN,NaN,NaN
1972,Northeast US Fall,Alosa pseudoharengus,42.48839465,0.329757876,-68.49785907,0.429923175
1972,Northeast US Fall,Alosa sapidissima,41.62380119,0.574690534,-70.23416812,0.918943162
1972,Northeast US Fall,Amblyraja radiata,42.38525807,0.16719779,-68.534184,0.23818372
1972,Northeast US Fall,Ammodytes dubius,41.53560899,0.074025589,-67.88020114,0.027119199
1972,Northeast US Fall,Anarhichas lupus,42.05857687,0.236584063,-69.91123864,0.223852855
1972,Northeast US Fall,Anchoa mitchilli,38.2700243,0,-74.9162671,0
1972,Northeast US Fall,Argentina silus,42.02145355,0.282964436,-68.62750536,0.239821995
1972,Northeast US Fall,Brosme brosme,42.67278593,0.142827396,-68.38630321,0.280591039
1972,Northeast US Fall,Cancer borealis,39.95486886,0.29352024,-71.74649991,0.407280272
1972,Northeast US Fall,Cancer irroratus,38.30165762,0.577058645,-73.87288199,0.440446325
1972,Northeast US Fall,Caranx crysos,NaN,NaN,NaN,NaN
1972,Northeast US Fall,Carcharhinus plumbeus,35.5466774,NaN,-75.31190419,NaN
1972,Northeast US Fall,Centropristis striata,37.55739564,0.257280087,-75.00762305,0.098634201
1972,Northeast US Fall,Citharichthys arctifrons,40.50923162,0.021616216,-70.59029432,0.228432899
1972,Northeast US Fall,Clupea harengus,42.05518996,0.265111512,-68.93201301,0.110473514
1972,Northeast US Fall,Conger oceanicus,40.56320338,0.245053024,-69.86477175,0.255131445
1972,Northeast US Fall,Crustacea shrimp,42.64828371,0.281905991,-69.35126568,0.359269214
1972,Northeast US Fall,Cryptacanthodes maculatus,NaN,NaN,NaN,NaN
1972,Northeast US Fall,Cyclopterus lumpus,43.27059412,0.44194413,-68.3134545,1.544177174
1972,Northeast US Fall,Cynoscion regalis,39.33408744,0.482045217,-73.55219588,0.468325699
1972,Northeast US Fall,Dasyatis centroura,37.37806035,0.372675249,-74.98581422,0.2123299
1972,Northeast US Fall,Dipturus laevis,41.65880641,0.5120511,-66.66902226,0.338631538
1972,Northeast US Fall,Enchelyopus cimbrius,41.91908309,0.23151324,-69.99786283,0.328817286
1972,Northeast US Fall,Etrumeus teres,40.39407514,0.107997355,-70.2151653,0.239116177
1972,Northeast US Fall,Gadus morhua,41.86161435,0.185821678,-69.02589715,0.232048751
1972,Northeast US Fall,Geryon quinquedens,40.28763268,0.095074495,-68.32421167,0.50236259
1972,Northeast US Fall,Glyptocephalus cynoglossus,42.13969812,0.225848144,-69.09953147,0.242142294
1972,Northeast US Fall,Gymnura altavela,35.5466774,NaN,-75.31190419,NaN
1972,Northeast US Fall,Helicolenus dactylopterus,39.88987929,0.080296593,-70.52442836,0.344139689
1972,Northeast US Fall,Hemitripterus americanus,41.1028321,0.114786963,-69.19638336,0.349487222
1972,Northeast US Fall,Hippoglossoides platessoides,42.34160093,0.202002696,-68.4167148,0.221015384
1972,Northeast US Fall,Hippoglossus hippoglossus,43.09107861,1.303199955,-68.08602349,0.213602198
1972,Northeast US Fall,Homarus americanus,40.913489,0.218494006,-69.2566398,0.358914974
1972,Northeast US Fall,Illex illecebrosus,40.81124087,0.340625181,-70.23527179,0.393761105
1972,Northeast US Fall,Leiostomus xanthurus,37.18568764,0.41599177,-75.30940849,0.106330998
1972,Northeast US Fall,Lepophidium profundorum,39.87435425,0.101996701,-72.1375185,0.205799345
1972,Northeast US Fall,Leucoraja erinacea,40.88864395,0.145916488,-70.11426256,0.372791272
1972,Northeast US Fall,Leucoraja garmani,38.37832799,0.491057819,-73.50406032,0.502408354
1972,Northeast US Fall,Leucoraja ocellata,41.39389443,0.162362587,-68.60069255,0.371740055
1972,Northeast US Fall,Loligo pealeii,39.0731154,0.219779505,-72.59033907,0.353476181
1972,Northeast US Fall,Lophius americanus,40.89737093,0.17644834,-70.49482533,0.295445132
1972,Northeast US Fall,Macrouridae,NaN,NaN,NaN,NaN
1972,Northeast US Fall,Malacoraja senta,42.43022774,0.205316192,-68.4391615,0.198066717
1972,Northeast US Fall,Melanogrammus aeglefinus,42.34268266,0.176742766,-68.13275869,0.246184904
1972,Northeast US Fall,Menticirrhus saxatilis,38.39635099,0.489414304,-74.6326304,0.31792718
1972,Northeast US Fall,Merluccius albidus,40.17778692,0.150315854,-70.07148778,0.517338916
1972,Northeast US Fall,Merluccius bilinearis,41.81345164,0.183450378,-69.4825121,0.244414052
1972,Northeast US Fall,Micropogonias undulatus,35.98207465,0.034469824,-74.88759224,0.033592216
1972,Northeast US Fall,Mustelus canis,40.07840417,0.345264113,-72.40551605,0.401327074
1972,Northeast US Fall,Myoxocephalus octodecemspinosus,40.88238448,0.141334196,-69.65480364,0.430475087
1972,Northeast US Fall,Myxine glutinosa,42.02730983,0.134491488,-67.60075082,0.158847607
1972,Northeast US Fall,Paralichthys dentatus,39.05079716,0.421196006,-73.42732684,0.424271337
1972,Northeast US Fall,Paralichthys oblongus,39.67508385,0.185039606,-71.90119951,0.411321977
1972,Northeast US Fall,Peprilus tracanthus,40.02733909,0.202316521,-71.41936875,0.345894996
1972,Northeast US Fall,Peprilus triacanthus,40.02733909,0.202316521,-71.41936875,0.345894996
1972,Northeast US Fall,Peristedion miniatum,40.08950076,0,-69.62870735,0
1972,Northeast US Fall,Phycis chesteri,42.34650947,0.341198278,-67.30098791,0.342778026
1972,Northeast US Fall,Placopecten magellanicus,39.62996897,0.255249292,-71.85601225,0.542394674
1972,Northeast US Fall,Pollachius virens,42.75857379,0.148987744,-69.34975266,0.269249683
1972,Northeast US Fall,Pomatomus saltatrix,40.79241626,0.167267673,-70.0008158,0.576756102
1972,Northeast US Fall,Prionotus carolinus,39.84567202,0.362806676,-71.49821898,0.426022273
1972,Northeast US Fall,Prionotus evolans,38.01106934,0.391681131,-74.95132953,0.183746697
1972,Northeast US Fall,Raja eglanteria,36.94444824,0.249758837,-75.26923655,0.098752297
1972,Northeast US Fall,Scomber scombrus,40.90537534,0.236632612,-68.00028391,0.287986069
1972,Northeast US Fall,Scomberesox saurus,NaN,NaN,NaN,NaN
1972,Northeast US Fall,Scophthalmus aquosus,40.59767597,0.197815097,-69.86208829,0.488048101
1972,Northeast US Fall,Scyliorhinus retifer,36.01221448,0,-74.81576466,0
1972,Northeast US Fall,Sebastes fasciatus,42.94941879,0.139791062,-68.10524178,0.215227655
1972,Northeast US Fall,Sphoeroides maculatus,35.5466774,0,-75.31190419,0
1972,Northeast US Fall,Squalus acanthias,41.29716117,0.163549462,-70.10013403,0.32739027
1972,Northeast US Fall,Squatina dumeril,36.89334737,0.306963332,-75.12928001,0.039487042
1972,Northeast US Fall,Stenotomus chrysops,38.6134974,0.46278252,-72.73359484,0.55509917
1972,Northeast US Fall,Tautogolabrus adspersus,41.2219953,0.201122485,-69.11371959,0.530187844
1972,Northeast US Fall,Triglops murrayi,41.55496251,0.077360656,-66.97061158,0.424096849
1972,Northeast US Fall,Urophycis chuss,41.09682841,0.171709491,-69.97788194,0.221368899
1972,Northeast US Fall,Urophycis regia,38.77823543,0.254548567,-73.36577512,0.304694967
1972,Northeast US Fall,Urophycis tenuis,42.74598071,0.175283847,-68.70806394,0.186641664
1972,Northeast US Fall,Zenopsis conchifer,NaN,NaN,NaN,NaN
1972,Northeast US Fall,Zoarces americanus,41.33360129,0.219186402,-69.12017056,0.551152854
1972,Northeast US Fall,NA,40.41356224,0.110901297,-70.90881656,0.276269465
1972,Scotian Shelf,Alosa pseudoharengus,45.23494223,0,-65.46507875,0
1972,Scotian Shelf,Amblyraja radiata,44.54444494,0.131589235,-61.02233308,0.42346441
1972,Scotian Shelf,Ammodytes dubius,45.11246867,0.033308397,-58.8149917,0.008169
1972,Scotian Shelf,Anarhichas lupus,44.3161554,0.183273121,-61.61880062,0.376240374
1972,Scotian Shelf,Argentina silus,43.21919903,0.089701362,-63.4245056,0.49837448
1972,Scotian Shelf,Brosme brosme,43.23133511,0.06806844,-64.34536614,0.318059151
1972,Scotian Shelf,Clupea harengus,45.55875953,0.137479339,-60.25666702,0.185676461
1972,Scotian Shelf,Cyclopterus lumpus,45.06713181,0.247216659,-61.94028718,0.433792651
1972,Scotian Shelf,Dipturus laevis,43.29640596,0.027724181,-64.1263523,0.240937129
1972,Scotian Shelf,Gadus morhua,44.58008631,0.156315354,-61.52747966,0.441136236
1972,Scotian Shelf,Glyptocephalus cynoglossus,44.63357085,0.137407743,-62.22574538,0.496561192
1972,Scotian Shelf,Hemitripterus americanus,44.24545389,0.083539134,-64.27712939,0.403098371
1972,Scotian Shelf,Hippoglossoides platessoides,44.97468187,0.135229277,-59.94929577,0.292796625
1972,Scotian Shelf,Hippoglossus hippoglossus,43.63115194,0.100318294,-61.72124064,0.385167883
1972,Scotian Shelf,Homarus americanus,43.24788641,0.119588024,-65.6607786,0.257376715
1972,Scotian Shelf,Illex illecebrosus,43.47385865,0.075053871,-62.18170111,0.287539331
1972,Scotian Shelf,Leucoraja erinacea,44.43479475,0.077288941,-64.64728803,0.344599459
1972,Scotian Shelf,Leucoraja ocellata,44.2670858,0.111023577,-59.88031458,0.457005097
1972,Scotian Shelf,Limanda ferruginea,44.31324618,0.082183374,-59.57473551,0.229960948
1972,Scotian Shelf,Lophius americanus,43.79792359,0.114497834,-62.64441598,0.40838293
1972,Scotian Shelf,Malacoraja senta,44.50889067,0.169449406,-62.84334611,0.551439302
1972,Scotian Shelf,Melanogrammus aeglefinus,43.41325957,0.101296841,-64.28120321,0.288483593
1972,Scotian Shelf,Merluccius bilinearis,44.17601967,0.116580486,-62.20790993,0.259633564
1972,Scotian Shelf,Myoxocephalus octodecemspinosus,44.24795883,0.069147984,-61.66997854,0.476936993
1972,Scotian Shelf,Myxine glutinosa,NaN,NaN,NaN,NaN
1972,Scotian Shelf,Nezumia bairdii,45.11622123,0.268510729,-60.98473818,0.3476656
1972,Scotian Shelf,Phycis chesteri,43.84741986,0.144042568,-60.25395253,0.324410875
1972,Scotian Shelf,Pollachius virens,43.88734443,0.075159869,-66.5606039,0.138320202
1972,Scotian Shelf,Pseudopleuronectes americanus,43.77163739,0.03036978,-61.04388334,0.238898545
1972,Scotian Shelf,Reinhardtius hippoglossoides,45.55224219,0.096253113,-59.46644438,0.150705948
1972,Scotian Shelf,Scomber scombrus,43.42273877,0.061463088,-61.71071883,0.224798615
1972,Scotian Shelf,Sebastes,44.04696019,0.126985693,-63.76512718,0.422817903
1972,Scotian Shelf,Squalus acanthias,43.81179918,0.106597762,-66.21970323,0.219997821
1972,Scotian Shelf,Urophycis chuss,NaN,NaN,NaN,NaN
1972,Scotian Shelf,Urophycis tenuis,44.19753678,0.157975304,-64.14972877,0.455631941
1972,Scotian Shelf,Zoarces americanus,44.27218935,0.078723026,-63.75658362,0.423708468
1973,Northeast US Fall,ALL,0.122277966,0.096692106,0.164230722,0.139678022
1973,Northeast US Spring,ALL,0,0,0,0
1973,Scotian Shelf,ALL,0.152832478,0.095267908,0.544774879,0.298905253
1973,Northeast US Fall,Alosa aestivalis,41.54848976,0,-66.59606724,0
1973,Northeast US Fall,Alosa pseudoharengus,42.84697769,0.275538425,-67.49913044,0.306854056
1973,Northeast US Fall,Alosa sapidissima,42.77185127,0,-70.05608953,0
1973,Northeast US Fall,Amblyraja radiata,42.37259867,0.192326827,-68.19728036,0.2428722
1973,Northeast US Fall,Ammodytes dubius,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Anarhichas lupus,42.00504314,0.253344124,-69.08605466,0.507633096
1973,Northeast US Fall,Anchoa hepsetus,37.12552925,0.102056093,-75.12244245,0.044986801
1973,Northeast US Fall,Anchoa mitchilli,40.65199473,0,-72.87299439,0
1973,Northeast US Fall,Argentina silus,42.85271336,0.264543443,-67.5110951,0.074447341
1973,Northeast US Fall,Brosme brosme,42.59043929,0.197364909,-68.4132729,0.385362718
1973,Northeast US Fall,Cancer borealis,39.98937328,0.197782422,-71.88545528,0.373748266
1973,Northeast US Fall,Cancer irroratus,38.5255634,0.261781286,-74.02328356,0.320131124
1973,Northeast US Fall,Caranx crysos,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Carcharhinus plumbeus,37.09291746,0.234097538,-75.11573598,0.012270446
1973,Northeast US Fall,Centropristis striata,37.31464554,0.175476924,-75.17192547,0.110629785
1973,Northeast US Fall,Citharichthys arctifrons,40.41292518,0.045858387,-70.16719251,0.176535514
1973,Northeast US Fall,Clupea harengus,42.21023896,0.305361709,-69.74031138,0.248345047
1973,Northeast US Fall,Conger oceanicus,40.49694734,0.40365546,-68.63415704,0.783843103
1973,Northeast US Fall,Crustacea shrimp,43.07674767,0.176119539,-68.76449209,0.329484849
1973,Northeast US Fall,Cryptacanthodes maculatus,42.07368265,0,-67.43287994,0
1973,Northeast US Fall,Cyclopterus lumpus,43.26618411,0,-70.12420711,0
1973,Northeast US Fall,Cynoscion regalis,37.04892004,0.502760785,-75.1794205,0.203624341
1973,Northeast US Fall,Dasyatis centroura,36.78767737,0.366336304,-75.1345492,0.05489151
1973,Northeast US Fall,Dasyatis say,37.20462822,0.145518133,-75.18095304,0.080861257
1973,Northeast US Fall,Decapterus punctatus,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Dipturus laevis,41.64154897,0.333449055,-68.24252678,0.853671114
1973,Northeast US Fall,Enchelyopus cimbrius,41.90926489,0.036899206,-68.42448473,0.222539404
1973,Northeast US Fall,Etrumeus teres,39.74090868,0.269599521,-73.4365584,0.19628959
1973,Northeast US Fall,Gadus morhua,42.03953065,0.154676372,-68.48969383,0.201002511
1973,Northeast US Fall,Geryon quinquedens,40.22441439,0.121261853,-70.20517421,0.399031498
1973,Northeast US Fall,Glyptocephalus cynoglossus,42.44395977,0.220629029,-68.37986441,0.238949191
1973,Northeast US Fall,Gymnura altavela,37.06864234,0.13393101,-75.19647348,0.094054445
1973,Northeast US Fall,Helicolenus dactylopterus,40.07300978,0.12696539,-69.29235023,0.436646664
1973,Northeast US Fall,Hemitripterus americanus,41.66443235,0.207160271,-68.51629243,0.397621269
1973,Northeast US Fall,Hippoglossoides platessoides,42.51898902,0.243641355,-68.40220065,0.208815598
1973,Northeast US Fall,Hippoglossus hippoglossus,41.35523056,0.009448438,-69.01988265,0.131904477
1973,Northeast US Fall,Homarus americanus,40.80165258,0.324441489,-69.84452713,0.504956265
1973,Northeast US Fall,Illex illecebrosus,42.24766458,0.188211773,-69.00815412,0.210693166
1973,Northeast US Fall,Leiostomus xanthurus,36.93863644,0.199161763,-75.20563526,0.08145971
1973,Northeast US Fall,Lepophidium profundorum,41.18424985,0.245358973,-69.47747289,0.366373925
1973,Northeast US Fall,Leucoraja erinacea,41.15053942,0.139247128,-68.92075161,0.360531288
1973,Northeast US Fall,Leucoraja garmani,38.96947432,0.687476438,-72.77539552,1.078785689
1973,Northeast US Fall,Leucoraja ocellata,41.55665987,0.11646381,-68.06712589,0.309897609
1973,Northeast US Fall,Loligo pealeii,39.94373613,0.1699207,-71.62126203,0.323351721
1973,Northeast US Fall,Lophius americanus,41.86813236,0.220175377,-69.29142495,0.291457795
1973,Northeast US Fall,Macrouridae,42.3988068,0,-67.38335753,0
1973,Northeast US Fall,Malacoraja senta,42.36043074,0.200055733,-68.28764747,0.2650436
1973,Northeast US Fall,Melanogrammus aeglefinus,42.20482159,0.174994065,-68.19639837,0.281203839
1973,Northeast US Fall,Menticirrhus saxatilis,38.21843017,1.232511302,-74.928896,0.651273354
1973,Northeast US Fall,Merluccius albidus,40.47939572,0.125264635,-69.29159463,0.436078514
1973,Northeast US Fall,Merluccius bilinearis,41.66813833,0.181540403,-69.34292837,0.262893888
1973,Northeast US Fall,Micropogonias undulatus,36.45015489,0.254454046,-75.22023603,0.081391254
1973,Northeast US Fall,Mustelus canis,40.01095483,0.189978855,-72.77220696,0.398199197
1973,Northeast US Fall,Myliobatis freminvillei,37.14552067,0.043912328,-75.12631278,0.04301499
1973,Northeast US Fall,Myoxocephalus octodecemspinosus,41.29453278,0.150006192,-68.44474107,0.406052957
1973,Northeast US Fall,Myxine glutinosa,43.11776273,0.169575072,-67.88851476,0.3278934
1973,Northeast US Fall,Paralichthys dentatus,39.65599896,0.332432187,-72.88933795,0.381546319
1973,Northeast US Fall,Paralichthys oblongus,39.99680104,0.170373578,-71.57406948,0.356182588
1973,Northeast US Fall,Peprilus tracanthus,38.50191549,0.237191333,-73.40305178,0.295371013
1973,Northeast US Fall,Peprilus triacanthus,38.50191549,0.237191333,-73.40305178,0.295371013
1973,Northeast US Fall,Peristedion miniatum,39.87557507,0.121088883,-71.46001578,0.240833032
1973,Northeast US Fall,Phycis chesteri,40.93288667,0.302004694,-67.70278959,0.984470056
1973,Northeast US Fall,Placopecten magellanicus,40.47368777,0.279723005,-69.70266863,0.708254945
1973,Northeast US Fall,Pollachius virens,42.73948238,0.17738368,-68.36096282,0.291841171
1973,Northeast US Fall,Pomatomus saltatrix,40.36216967,0.37430138,-70.37339258,0.674501431
1973,Northeast US Fall,Prionotus carolinus,38.42954426,0.385879626,-73.50267834,0.480618126
1973,Northeast US Fall,Prionotus evolans,38.05896607,0.544094965,-74.77705474,0.303817374
1973,Northeast US Fall,Raja eglanteria,37.69013778,0.288866536,-74.96120704,0.11908141
1973,Northeast US Fall,Scomber scombrus,41.52620212,0.375910444,-69.48570338,0.596536619
1973,Northeast US Fall,Scomberesox saurus,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Scophthalmus aquosus,40.85257768,0.204187427,-69.48967005,0.491730135
1973,Northeast US Fall,Scyliorhinus retifer,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Sebastes fasciatus,42.88331992,0.139971509,-68.43316533,0.190851169
1973,Northeast US Fall,Sphoeroides maculatus,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Squalus acanthias,41.29071745,0.153936103,-69.56159515,0.343529686
1973,Northeast US Fall,Squatina dumeril,37.75356703,0.266697411,-74.8053677,0.135748308
1973,Northeast US Fall,Stenotomus chrysops,40.03418367,0.324512096,-71.6620307,0.457370356
1973,Northeast US Fall,Synodus foetens,36.16418972,0,-75.54620539,0
1973,Northeast US Fall,Tautogolabrus adspersus,41.45172103,0.156279665,-67.92208992,0.449545304
1973,Northeast US Fall,Trachurus lathami,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Triglops murrayi,41.35254632,0,-68.98240955,0
1973,Northeast US Fall,Urophycis chuss,41.11070107,0.165675619,-69.59721487,0.309118998
1973,Northeast US Fall,Urophycis regia,37.97801427,0.28214,-73.91542519,0.313972705
1973,Northeast US Fall,Urophycis tenuis,42.78193414,0.186813478,-68.55341743,0.23046343
1973,Northeast US Fall,Zenopsis conchifer,NaN,NaN,NaN,NaN
1973,Northeast US Fall,Zoarces americanus,41.07220007,0.179661926,-69.27762641,0.505066667
1973,Northeast US Fall,NA,40.82786841,0.130602567,-69.5861615,0.375928156
1973,Northeast US Spring,Alosa aestivalis,38.93077835,0.361687898,-73.81338764,0.274582448
1973,Northeast US Spring,Alosa pseudoharengus,40.2241808,0.194939659,-71.3101589,0.339258041
1973,Northeast US Spring,Alosa sapidissima,40.19233784,0.269716245,-70.85617862,0.565321034
1973,Northeast US Spring,Amblyraja radiata,42.50503093,0.175931232,-68.21464363,0.26336198
1973,Northeast US Spring,Ammodytes dubius,38.99668292,0.259830593,-73.79421639,0.410660252
1973,Northeast US Spring,Anarhichas lupus,42.13471729,0.234593912,-68.05381315,0.566803981
1973,Northeast US Spring,Anchoa mitchilli,36.16107686,0,-75.54301736,0
1973,Northeast US Spring,Argentina silus,42.55273729,0.093497474,-67.30351271,0.044268559
1973,Northeast US Spring,Brevoortia tyrannus,40.3610315,0.230320094,-71.61841892,0.427965855
1973,Northeast US Spring,Brosme brosme,42.64048023,0.205519086,-68.02624146,0.305453091
1973,Northeast US Spring,Cancer borealis,40.17517935,0.187607469,-70.92830221,0.346250116
1973,Northeast US Spring,Cancer irroratus,37.07256025,0.08228677,-75.08474829,0.043521527
1973,Northeast US Spring,Centropristis striata,36.76582387,0.226966238,-74.8350426,0.115600179
1973,Northeast US Spring,Citharichthys arctifrons,40.59975827,0.02680838,-69.70052406,0.355649435
1973,Northeast US Spring,Clupea harengus,41.00916806,0.279877684,-71.09397508,0.393039641
1973,Northeast US Spring,Conger oceanicus,40.03574514,0.174930918,-69.78188012,0.288303341
1973,Northeast US Spring,Crustacea shrimp,43.03226539,0.268773139,-69.24855238,0.301233041
1973,Northeast US Spring,Cryptacanthodes maculatus,NaN,NaN,NaN,NaN
1973,Northeast US Spring,Cyclopterus lumpus,41.93674527,1.003563884,-68.91006114,0.107524435
1973,Northeast US Spring,Cynoscion regalis,36.04699926,0.019937397,-75.15075851,0.006828838
