35	74	2	100	81	12	67	87	5	33	55	82	44	73	66	45	5	61	75	73	60	0	62	85	1	56	25	58	54	20	30	7	51	29	43	27	81	0	6	69	70	58	38	18	93	82	1	51	9	21
57	80	67	47	84	29	13	98	28	31	75	39	24	46	79	28	43	26	24	17	41	94	14	86	63	41	51	56	26	82	5	62	65	21	23	31	47	59	26	81	67	44	36	9	29	87	4	53	92	54
53	1	55	73	21	16	6	63	63	83	47	7	26	82	78	59	62	77	79	45	100	57	99	69	36	96	93	6	60	68	58	25	22	26	26	22	61	58	35	14	49	11	98	80	55	79	69	92	82	24
86	17	89	12	24	50	32	32	64	51	26	61	5	53	76	91	66	66	87	9	68	17	87	60	97	69	29	88	23	4	30	34	35	93	67	58	9	13	89	1	0	14	86	-1	17	16	62	-1	34	24
74	54	64	42	62	5	75	39	21	98	27	76	71	21	89	92	5	59	82	0	44	82	34	43	63	72	79	79	48	97	85	2	67	28	84	99	84	93	96	52	21	1	98	69	42	41	3	98	35	94
45	25	94	50	56	96	78	75	92	97	87	30	95	46	95	7	86	54	4	36	60	67	52	96	47	19	34	37	92	14	91	64	59	39	58	62	24	71	13	16	78	0	40	71	59	14	-1	8	24	57
87	10	73	13	67	80	99	32	89	39	92	38	71	64	6	81	11	79	34	30	92	23	89	30	19	82	36	60	69	16	89	96	49	37	44	74	12	53	55	58	-1	38	14	59	9	17	58	81	17	80
46	30	20	65	64	81	39	7	98	4	57	86	9	21	14	18	3	28	28	23	34	48	25	86	43	16	56	47	44	10	83	-1	58	31	81	23	0	43	5	15	13	11	43	22	48	3	58	87	90	91
85	69	8	31	37	22	59	47	14	13	64	84	60	79	45	11	76	79	95	12	99	26	74	55	85	25	24	95	83	63	49	42	86	2	33	2	57	75	0	52	86	13	65	15	47	38	68	59	76	89
16	73	69	94	0	14	21	65	55	75	77	96	97	47	15	43	57	64	61	92	24	55	5	79	51	88	27	40	22	88	60	35	30	72	43	100	39	48	35	24	18	51	62	44	35	55	44	17	30	80
